id,Difference Between Dates,quantity,demand,short_composition1
5925,37,21,1.0,Alfuzosin (10mg) 
5952,91,62,1.0,Atorvastatin (10mg) 
5966,8,22,2.0,Mefenamic Acid (50mg) 
5970,98,65,1.0,Aceclofenac (100mg) 
5976,8,17,2.0,Moxifloxacin (0.5% w/v)
5979,62,43,1.0,Ambroxol (7.5mg) 
5986,27,31,2.0,Azithromycin (500mg)
5987,77,43,1.0,Fexofenadine (180mg)
5992,75,52,1.0,Aceclofenac (100mg) 
5995,42,24,1.0,Bupropion (150mg)
6011,79,57,1.0,Azithromycin (250mg)
6012,81,49,1.0,Fluoxetine (20mg)
6024,34,21,1.0,Levocetirizine (5mg) 
6042,42,33,1.0,Cefixime (200mg) 
6060,41,37,1.0,Azithromycin (500mg)
6065,67,48,1.0,Cefpodoxime Proxetil (200mg)
6071,69,49,1.0,Atorvastatin (10mg)
6100,57,35,1.0,Aceclofenac (100mg) 
6101,18,16,1.0,Diclofenac diethylamine (1.16% w/w) 
6108,26,28,2.0,Albendazole (400mg)
6115,21,17,1.0,Omeprazole (20mg)
6120,6,12,2.0,Amoxycillin  (500mg) 
6126,91,50,1.0,Amlodipine (5mg)
6141,52,41,1.0,Disodium Hydrogen Citrate (1.37gm/5ml)
6152,13,14,2.0,Cefpodoxime Proxetil (200mg)
6156,64,49,1.0,Levocetirizine (5mg) 
6165,67,39,1.0,Albendazole (400mg)
6178,61,40,1.0,Levocetirizine (5mg) 
6194,97,52,1.0,Cyproheptadine (2mg) 
6200,24,19,1.0,Amikacin (500mg)
6202,50,29,1.0,Aceclofenac (100mg) 
6219,46,24,1.0,Ivermectin  (6mg) 
6223,44,38,1.0,Cefaclor (125mg)
6226,84,53,1.0,Atorvastatin (40mg)
6227,17,18,2.0,Ibuprofen (100mg) 
6234,58,44,1.0,Magaldrate (400mg/5ml) 
6255,31,29,1.0,Adapalene (0.1% w/w) 
6271,11,18,2.0,Levocetirizine (2.5mg/5ml) 
6275,53,33,1.0,Cefixime (200mg)
6284,93,51,1.0,Amoxycillin (500mg) 
6321,56,29,1.0,Ofloxacin (50mg)
6322,83,49,1.0,Amisulpride (100mg)
6325,93,49,1.0,Pantoprazole (40mg)
6328,47,40,1.0,Acarbose (50mg)
6341,40,26,1.0,Aceclofenac (100mg) 
6352,64,34,1.0,Fexofenadine (180mg)
6373,99,50,1.0,Amitriptyline (25mg)
6417,9,13,2.0,Aceclofenac (100mg)
6434,15,17,2.0,Clindamycin (1% w/w) 
6435,89,62,1.0,Phenylephrine (5mg/5ml) 
6440,78,44,1.0,Glimepiride (1mg) 
6449,95,51,1.0,Aceclofenac (100mg) 
6457,17,20,2.0,Ampicillin (500mg) 
6482,64,43,1.0,Etoricoxib (60mg) 
6483,83,43,1.0,Paroxetine (12.5mg)
6484,45,30,1.0,Amlodipine (5mg) 
6495,27,26,1.0,Domperidone (30mg) 
6500,75,53,1.0,Clindamycin (1% w/w) 
6514,26,26,2.0,Aprepitant (125mg) 
6527,49,35,1.0,Levocetirizine (10mg)
6532,86,53,1.0,Amoxycillin  (125mg) 
6544,9,24,2.0,Phenylephrine (7.5mg/5ml) 
6569,63,41,1.0,Clindamycin (1% w/w) 
6570,64,44,1.0,Aceclofenac (100mg) 
6573,49,25,1.0,Terbinafine (250mg)
6576,96,62,1.0,Amitriptyline (75mg)
6586,55,36,1.0,Rabeprazole (20mg)
6613,6,16,2.0,Fexofenadine (120mg)
6617,87,55,1.0,Deflazacort (6mg)
6621,44,32,1.0,Cefpodoxime Proxetil (200mg)
6633,11,17,2.0,Amitriptyline (10mg)
6666,67,50,1.0,Ivermectin  (6mg) 
6676,55,33,1.0,Aripiprazole (15mg)
6686,89,54,1.0,Ivermectin  (1.5mg) 
6701,82,59,1.0,Aspirin (75mg) 
6705,8,20,2.0,Levocetirizine (10mg)
6706,54,46,1.0,Levocetirizine (5mg) 
6724,33,21,1.0,Levosalbutamol (1mg/5ml) 
6738,42,38,1.0,Amoxycillin (250mg) 
6755,17,22,2.0,Dicyclomine (20mg) 
6760,64,47,1.0,Acebrophylline (100mg)
6770,17,24,2.0,Hydroxychloroquine (200mg)
6774,49,40,1.0,Atorvastatin (20mg)
6775,63,34,1.0,Atorvastatin (10mg) 
6798,28,24,1.0,Voglibose (0.3mg)
6817,34,37,2.0,Levocetirizine (2.5mg) 
6821,41,38,1.0,Azithromycin (100mg/5ml)
6832,79,46,1.0,Azilsartan medoxomil (40mg)
6841,78,53,1.0,Levosalbutamol (100mcg) 
6862,17,27,2.0,Cetirizine (10mg)
6865,82,51,1.0,Levocetirizine (5mg) 
6875,63,41,1.0,Amoxycillin  (200mg) 
6877,34,23,1.0,Aceclofenac (100mg) 
6884,25,30,2.0,Amoxycillin  (200mg) 
6886,23,21,1.0,Metformin (500mg) 
6889,72,41,1.0,Azithromycin (100mg/5ml)
6890,11,25,2.0,Aceclofenac (50mg/5ml) 
6894,18,17,1.0,Telmisartan (40mg)
6903,72,54,1.0,Cyproheptadine (2mg) 
6906,45,39,1.0,Atorvastatin (10mg)
6907,74,54,1.0,Loratadine (10mg)
6952,47,26,1.0,Amitriptyline (25mg)
6965,64,52,1.0,Azithromycin (500mg)
6972,75,55,1.0,Piperacillin (1000mg) 
6977,80,56,1.0,Choline Theophyllinate (50mg/5ml) 
6985,39,39,2.0,Atorvastatin (10mg)
6986,64,37,1.0,Azithromycin (250mg)
6995,27,25,1.0,Neomycin (0.5% w/v) 
7010,40,20,1.0,Chlorpheniramine Maleate (1mg) 
7026,14,16,2.0,Levocetirizine (5mg) 
7047,9,24,2.0,Azithromycin (200mg/5ml)
7051,34,25,1.0,Aztreonam (2gm)
7063,86,45,1.0,Azithromycin (250mg)
7084,60,46,1.0,Cefixime (200mg)
7095,79,58,1.0,Domperidone (30mg) 
7116,85,49,1.0,Acebrophylline (100mg)
7141,74,37,1.0,Tapentadol (50mg)
7151,75,45,1.0,Glimepiride (1mg)
7155,81,58,1.0,Levosulpiride (75mg) 
7166,23,28,2.0,Aceclofenac (100mg) 
7167,59,44,1.0,Ambroxol (15mg) 
7170,90,56,1.0,Azathioprine (50mg)
7171,41,36,1.0,Azithromycin (250mg)
7176,35,24,1.0,Cefuroxime (500mg)
7180,33,22,1.0,Azithromycin (100mg)
7182,93,64,1.0,Atorvastatin (10mg) 
7207,10,21,2.0,Domperidone (30mg) 
7227,20,15,1.0,Cefuroxime (500mg)
7259,55,47,1.0,Aceclofenac (100mg) 
7271,47,42,1.0,Azithromycin (500mg)
7279,44,25,1.0,Ampicillin (250mg)
7281,70,35,1.0,Acebrophylline (100mg)
7292,80,58,1.0,Aceclofenac (100mg) 
7328,90,62,1.0,Cetirizine (5mg) 
7343,43,33,1.0,Gabapentin (NA) 
7348,38,22,1.0,Norethisterone (5mg)
7361,80,53,1.0,Amitriptyline (12.5mg) 
7369,22,20,1.0,Glimepiride (2mg) 
7373,75,43,1.0,Acebrophylline (100mg)
7387,27,31,2.0,Tapentadol (100mg)
7404,8,15,2.0,Hydroxyzine (25mg)
7405,46,42,1.0,Bromelain (90mg) 
7408,66,50,1.0,Azithromycin (500mg)
7409,28,28,2.0,Azithromycin (500mg)
7418,98,69,1.0,Amorolfine (0.25% w/w)
7419,31,26,1.0,Aceclofenac (100mg) 
7453,23,29,2.0,Amoxycillin (500mg)
7487,14,17,2.0,Acenocoumarol (4mg)
7495,30,30,2.0,Alprazolam (0.5mg)
7509,95,63,1.0,Cyproheptadine (2mg) 
7510,86,57,1.0,Cefuroxime (500mg)
7516,75,49,1.0,Azithromycin (250mg)
7520,79,57,1.0,Aceclofenac (100mg) 
7523,27,26,1.0,Amisulpride (400mg)
7533,98,63,1.0,Ambroxol (15mg/5ml) 
7548,47,29,1.0,Levocetirizine (2.5mg) 
7558,64,40,1.0,Aceclofenac (100mg) 
7565,50,33,1.0,Acyclovir (250mg)
7580,46,27,1.0,Progesterone (Natural Micronized) (200mg)
7608,47,27,1.0,Azithromycin (500mg)
7613,55,40,1.0,Amisulpride (200mg)
7618,91,52,1.0,Tramadol (100mg)
7634,57,44,1.0,Artemether (80mg) 
7664,83,52,1.0,Acebrophylline (100mg)
7665,11,23,2.0,Levocetirizine (5mg) 
7693,84,58,1.0,Rivaroxaban (20mg)
7704,65,45,1.0,Aceclofenac (NA) 
7709,44,38,1.0,Aceclofenac (100mg) 
7713,15,16,2.0,Aceclofenac (100mg) 
7720,53,44,1.0,Amoxycillin  (400mg) 
7728,75,48,1.0,Chlordiazepoxide (5mg) 
7730,30,33,2.0,Deflazacort (6mg)
7739,33,25,1.0,Domperidone (30mg) 
7744,88,59,1.0,Fexofenadine (120mg)
7750,98,63,1.0,Aztreonam (1000mg)
7751,87,56,1.0,Aceclofenac (100mg) 
7753,42,37,1.0,Aripiprazole (10mg)
7773,83,51,1.0,Fexofenadine (30mg/5ml)
7774,49,30,1.0,Domperidone (30mg) 
7792,51,40,1.0,Ambroxol (15mg) 
7823,76,40,1.0,Domperidone (30mg) 
7828,56,28,1.0,Fexofenadine (180mg)
7830,82,43,1.0,Chlorpheniramine Maleate (2mg) 
7831,52,45,1.0,Aceclofenac (100mg) 
7832,67,43,1.0,Ciprofloxacin (100mg)
7845,63,35,1.0,Domperidone (10mg) 
7849,64,38,1.0,Hydroxyzine (25mg)
7880,42,36,1.0,Phenylephrine (5mg/5ml) 
7884,32,34,2.0,Levocetirizine (5mg)
7894,46,38,1.0,Amlodipine (2.5mg) 
7900,37,20,1.0,Azithromycin (500mg)
7915,13,20,2.0,Nimesulide (100mg) 
7917,82,58,1.0,Aceclofenac (100mg) 
7919,24,31,2.0,Amoxycillin  (500mg) 
7930,15,15,2.0,Aceclofenac (100mg)
7933,33,35,2.0,Aceclofenac (100mg)
7941,21,25,2.0,Cefpodoxime Proxetil (200mg) 
7950,65,36,1.0,Fexofenadine (180mg)
7951,21,21,2.0,Cefixime (200mg)
7956,86,53,1.0,Azithromycin (500mg)
7965,73,50,1.0,Atorvastatin (40mg)
7970,96,62,1.0,Mefenamic Acid (500mg) 
7981,94,52,1.0,Alprazolam (0.25mg)
7990,5,20,3.0,Glimepiride (1mg)
8022,51,43,1.0,Diclofenac diethylamine (1.16% w/w) 
8035,88,51,1.0,Alprazolam (2mg)
8039,51,31,1.0,Telmisartan (40mg) 
8047,61,44,1.0,Azithromycin (250mg)
8048,95,61,1.0,Aceclofenac (100mg) 
8052,60,31,1.0,Cefadroxil (125mg/5ml)
8071,48,27,1.0,Guaifenesin (50mg) 
8080,40,27,1.0,Aceclofenac (100mg) 
8089,68,41,1.0,Omeprazole (20mg)
8121,70,55,1.0,Linezolid (600mg)
8127,80,52,1.0,Clonazepam (0.5mg) 
8139,42,34,1.0,Allopurinol (300mg)
8143,83,43,1.0,Telmisartan (40mg)
8163,58,31,1.0,Levocetirizine (5mg) 
8166,25,18,1.0,Vildagliptin (50mg)
8185,70,36,1.0,Amoxycillin (500mg)
8196,93,59,1.0,Ambroxol (30mg) 
8199,72,55,1.0,Pioglitazone (15mg) 
8227,66,39,1.0,Aprepitant (125mg) 
8234,64,50,1.0,Deflazacort (6mg)
8253,27,21,1.0,Amlodipine (10mg)
8269,95,53,1.0,Salbutamol (NA) 
8284,21,22,2.0,Donepezil (5mg) 
8296,66,43,1.0,Lactulose (10gm)
8300,68,47,1.0,Azithromycin (2% w/w) 
8303,86,50,1.0,Ofloxacin (200mg) 
8306,11,15,2.0,Dicyclomine (10mg) 
8307,74,53,1.0,Cefixime (200mg)
8317,70,49,1.0,Drotaverine (40mg)
8332,18,29,2.0,Artemether (80mg) 
8348,78,40,1.0,Rabeprazole (20mg)
8356,68,53,1.0,Aceclofenac (100mg) 
8360,61,41,1.0,Levosulpiride (75mg) 
8363,55,44,1.0,Fluconazole (150mg) 
8368,83,59,1.0,Levosalbutamol (100mcg)
8387,67,35,1.0,Citicoline (500mg) 
8400,31,26,1.0,Salbutamol (4mg)
8435,9,15,2.0,Azithromycin (500mg)
8452,26,26,2.0,Amitriptyline (25mg)
8462,47,24,1.0,Cefpodoxime Proxetil (200mg)
8466,65,44,1.0,Amlodipine (5mg)
8470,85,54,1.0,Methylprednisolone (0.10% w/w)
8477,94,63,1.0,Aceclofenac (50mg) 
8482,81,48,1.0,Glipizide (NA) 
8488,84,48,1.0,Azithromycin (500mg) 
8494,31,21,1.0,Amoxycillin (250mg) 
8503,73,37,1.0,Etoricoxib (90mg)
8520,56,47,1.0,Amitriptyline (25mg) 
8522,13,23,2.0,Paracetamol (250mg)
8535,83,57,1.0,Cefuroxime (500mg) 
8553,41,34,1.0,Levofloxacin (500mg)
8554,16,16,2.0,Amoxycillin (500mg)
8562,61,34,1.0,Flurbiprofen (0.03% w/v) 
8574,80,49,1.0,Amlodipine (5mg) 
8584,78,41,1.0,Paracetamol (125mg)
8586,67,45,1.0,Lorazepam (1mg)
8593,10,18,2.0,Omeprazole (20mg)
8600,34,31,1.0,Caffeine (30mg) 
8601,29,19,1.0,Telmisartan (20mg)
8605,46,26,1.0,Aceclofenac (100mg) 
8608,59,31,1.0,Azithromycin (500mg)
8609,50,28,1.0,Amlodipine (5mg) 
8643,59,37,1.0,Phenylephrine (5mg) 
8695,69,43,1.0,Aceclofenac (100mg) 
8696,78,42,1.0,Ambroxol (15mg) 
8699,76,39,1.0,Levocetirizine (5mg) 
8722,72,45,1.0,Aceclofenac (100mg) 
8726,88,49,1.0,Tramadol (37.5mg) 
8756,14,20,2.0,Aceclofenac (100mg) 
8771,38,29,1.0,Amlodipine (5mg) 
8775,76,43,1.0,Aspirin (150mg) 
8777,26,28,2.0,Gliclazide (80mg)
8784,58,30,1.0,Ampicillin (250mg) 
8798,49,27,1.0,Amlodipine (5mg) 
8816,5,17,3.0,Cyproheptadine (4mg)
8820,70,52,1.0,Famotidine (20mg)
8822,81,47,1.0,Bromhexine (4mg) 
8823,80,56,1.0,Anastrozole (1mg)
8843,23,30,2.0,Ranitidine (150mg)
8847,77,46,1.0,Azithromycin (500mg)
8873,7,23,3.0,Piperacillin (4000mg) 
8875,39,32,1.0,Cefixime (200mg) 
8882,15,20,2.0,Amoxycillin (500mg) 
8900,68,44,1.0,Cefpodoxime Proxetil (200mg) 
8910,24,19,1.0,Aceclofenac (100mg) 
8916,51,28,1.0,Abiraterone Acetate (250mg)
8924,95,57,1.0,Cyproheptadine (2mg/5ml)
8930,84,61,1.0,Azithromycin (500mg)
8949,58,37,1.0,Aceclofenac (100mg) 
8958,70,53,1.0,Cetirizine (5mg) 
8971,27,24,1.0,Aceclofenac (100mg) 
8983,31,29,1.0,Azithromycin (250mg)
8991,51,41,1.0,Alprazolam (0.25mg)
8992,94,63,1.0,Cefixime (200mg) 
9001,54,31,1.0,Diltiazem (30mg)
9004,31,18,1.0,Cefaclor (250mg)
9006,44,23,1.0,Azithromycin (500mg)
9017,88,52,1.0,Phenylephrine (2.5mg/5ml) 
9028,8,18,2.0,Amoxycillin (500mg) 
9031,45,23,1.0,Pantoprazole (40mg)
9032,81,45,1.0,Atracurium (10mg)
9055,33,26,1.0,Glimepiride (1mg) 
9072,94,59,1.0,Aceclofenac (200mg)
9080,11,25,2.0,Aceclofenac (100mg)
9082,15,26,2.0,Azithromycin (250mg)
9092,23,29,2.0,Ondansetron (4mg)
9103,22,17,1.0,Ofloxacin (200mg)
9142,81,54,1.0,Montelukast (10mg) 
9161,46,28,1.0,Alprazolam (0.5mg)
9162,59,49,1.0,Ceftriaxone (250mg) 
9173,56,40,1.0,Alprazolam (0.5mg)
9177,70,40,1.0,Paracetamol (1000mg)
9184,77,40,1.0,Levocetirizine (5mg)
9213,70,38,1.0,Amisulpride (100mg)
9225,67,34,1.0,Levocetirizine (5mg) 
9240,8,24,2.0,Levocetirizine (5mg) 
9245,83,58,1.0,Atorvastatin (10mg)
9249,40,30,1.0,Ampicillin (125mg) 
9253,82,59,1.0,Cefuroxime (500mg)
9260,78,56,1.0,Cefuroxime (500mg)
9272,7,20,2.0,Amlodipine (10mg)
9273,93,61,1.0,Paracetamol (125mg/5ml) 
9291,60,38,1.0,Almotriptan (6.25mg)
9292,93,53,1.0,Aceclofenac (200mg)
9296,19,21,2.0,Cefixime (200mg) 
9302,78,54,1.0,Ondansetron (4mg)
9314,86,63,1.0,Atorvastatin (10mg)
9322,66,38,1.0,Oxcarbazepine (300mg)
9323,28,22,1.0,Albendazole (200mg)
9336,71,49,1.0,Domperidone (30mg) 
9341,13,25,2.0,Ambroxol (15mg/5ml) 
9351,17,19,2.0,Progesterone (Natural Micronized) (300mg)
9362,68,37,1.0,Aceclofenac (100mg) 
9365,8,16,2.0,Dicyclomine (10mg) 
9369,58,45,1.0,Itraconazole (100mg)
9378,71,49,1.0,Itraconazole (200mg)
9390,74,37,1.0,Ebastine (10mg)
9395,40,30,1.0,Arteether (150mg)
9403,56,42,1.0,Aceclofenac (NA)
9408,76,48,1.0,Domperidone (10mg) 
9428,60,32,1.0,Ketoconazole (2% w/w) 
9437,21,26,2.0,Azithromycin (200mg)
9440,64,43,1.0,Aztreonam (1gm)
9450,69,54,1.0,Amlodipine (5mg) 
9461,43,39,1.0,Cefuroxime (250mg)
9462,92,57,1.0,Aceclofenac (100mg)
9470,24,24,2.0,Levosulpiride (75mg)
9483,51,42,1.0,Azithromycin (200mg)
9485,74,46,1.0,Azithromycin (250mg)
9488,27,24,1.0,Azithromycin (500mg)
9499,9,18,2.0,Roxithromycin (150mg)
9501,37,27,1.0,Amoxycillin  (500mg) 
9502,84,56,1.0,Cefuroxime (500mg)
9505,32,25,1.0,Domperidone (30mg) 
9530,67,36,1.0,Alcaftadine (2.5mg)
9565,29,23,1.0,Levosulpiride (75mg) 
9576,65,44,1.0,Abiraterone Acetate (250mg)
9603,50,39,1.0,Atorvastatin (10mg)
9612,87,45,1.0,Divalproex (250mg)
9613,83,49,1.0,Amoxycillin  (500mg) 
9648,15,24,2.0,Azithromycin (250mg)
9661,26,24,1.0,Azithromycin (500mg)
9666,79,49,1.0,Methylcobalamin (1000mcg) 
9687,68,51,1.0,Meropenem (500mg)
9691,32,33,2.0,Tramadol (50mg) 
9702,33,32,1.0,Aceclofenac (100mg) 
9703,93,65,1.0,Aceclofenac (100mg) 
9716,98,57,1.0,Alprazolam (0.5mg)
9723,48,40,1.0,Citric Acid (NA) 
9726,86,63,1.0,Azithromycin (500mg)
9735,54,27,1.0,Azithromycin (500mg)
9738,45,36,1.0,Pantoprazole (40mg)
9739,62,36,1.0,Albumin (20% w/v)
9750,35,19,1.0,Phenylephrine (5mg/5ml) 
9755,74,37,1.0,Aceclofenac (100mg) 
9757,69,39,1.0,Aceclofenac (100mg) 
9764,60,30,1.0,Amoxycillin  (200mg/5ml) 
9767,80,57,1.0,Methylcobalamin (1000mcg) 
9773,89,57,1.0,Atenolol (25mg)
9803,41,22,1.0,Amoxycillin  (1000mg) 
9809,12,14,2.0,Donepezil (5mg)
9819,70,50,1.0,Montelukast (10mg) 
9824,30,23,1.0,Amlodipine (2.5mg) 
9846,67,42,1.0,Cyproheptadine (2mg) 
9850,24,20,1.0,Aceclofenac (100mg) 
9864,22,21,1.0,Amoxycillin  (200mg) 
9877,84,45,1.0,Ibuprofen (100mg/5ml)
9891,56,34,1.0,Atorvastatin (10mg)
9905,80,49,1.0,Paracetamol (500mg) 
9913,15,16,2.0,Azithromycin (100mg)
9920,50,27,1.0,Atorvastatin (10mg) 
9932,28,19,1.0,Ceftriaxone (1000mg) 
9940,13,19,2.0,Aripiprazole (5mg)
9943,41,27,1.0,Ambroxol (15mg/5ml) 
9945,96,55,1.0,Aceclofenac (100mg) 
9977,90,65,1.0,Thiocolchicoside (4mg) 
9997,82,60,1.0,Aceclofenac (100mg) 
10013,90,64,1.0,Azithromycin (500mg)
10022,84,51,1.0,Silymarin (70mg) 
10055,75,43,1.0,Levocetirizine (5mg) 
10085,32,29,1.0,Azithromycin (250mg)
10107,85,61,1.0,Deflazacort (6mg)
10108,82,57,1.0,Aripiprazole (20mg)
10123,49,26,1.0,Chlorhexidine Gluconate (20% w/w)
10130,55,47,1.0,Aspirin (75mg) 
10156,44,32,1.0,Aceclofenac (100mg)
10169,26,25,1.0,Aceclofenac (NA) 
10171,94,65,1.0,Amlodipine (5mg) 
10177,35,24,1.0,Betahistine (8mg)
10215,63,35,1.0,Cefixime (200mg) 
10221,22,27,2.0,Ambroxol (30mg/5ml) 
10222,17,25,2.0,Azithromycin (500mg)
10226,81,50,1.0,Ivermectin  (6mg) 
10227,13,24,2.0,Aceclofenac (100mg) 
10231,88,56,1.0,Amikacin (250mg)
10249,68,48,1.0,Azithromycin (100mg)
10267,69,54,1.0,Azacitidine (100mg)
10276,81,60,1.0,Aceclofenac (100mg) 
10306,63,45,1.0,Diazepam (5mg) 
10308,97,64,1.0,Piracetam (400mg)
10315,99,61,1.0,Telmisartan (40mg)
10321,83,61,1.0,Aceclofenac (100mg) 
10350,99,68,1.0,Progesterone (Natural Micronized) (200mg)
10353,17,22,2.0,Timolol (0.5%)
10358,28,17,1.0,Aceclofenac (100mg) 
10363,5,12,2.0,Aceclofenac (200mg)
10370,76,49,1.0,Ivabradine (5mg)
10371,27,27,2.0,Azithromycin (500mg)
10377,28,17,1.0,Azithromycin (500mg)
10378,6,22,3.0,Doxylamine (10mg) 
10387,99,53,1.0,Azithromycin (500mg)
10392,81,59,1.0,Levocetirizine (5mg)
10394,67,43,1.0,Amisulpride (100mg)
10396,92,64,1.0,Azithromycin (100mg)
10397,71,39,1.0,Aceclofenac (100mg) 
10411,29,33,2.0,Aceclofenac (NA) 
10428,65,45,1.0,Artemether (80mg) 
10447,94,53,1.0,Cefixime (100mg)
10448,96,48,1.0,Amoxycillin (500mg) 
10465,37,21,1.0,Cefixime (200mg) 
10467,70,39,1.0,Amoxycillin (250mg) 
10474,74,39,1.0,Levosulpiride (75mg) 
10495,43,38,1.0,Cefpodoxime Proxetil (200mg) 
10511,28,17,1.0,Aceclofenac (100mg) 
10518,63,43,1.0,Amitriptyline (75mg)
10524,50,39,1.0,Aripiprazole (30mg)
10525,50,31,1.0,Deflazacort (6mg)
10534,56,37,1.0,Imipenem (500mg) 
10536,57,47,1.0,Azithromycin (250mg) 
10548,64,36,1.0,Isoxsuprine (40mg)
10552,42,22,1.0,Glimepiride (1mg) 
10555,76,54,1.0,Phenylephrine (5mg/5ml) 
10577,89,62,1.0,Aripiprazole (10mg)
10630,40,35,1.0,Etoricoxib (90mg)
10692,6,18,2.0,Cefixime (200mg) 
10697,80,55,1.0,Amlodipine (5mg)
10699,29,23,1.0,Aceclofenac (100mg) 
10715,36,22,1.0,Levocetirizine (5mg) 
10724,88,60,1.0,Moxifloxacin (0.5% w/v)
10743,50,45,1.0,Gabapentin (300mg)
10748,64,42,1.0,Tirofiban (5mg)
10780,98,55,1.0,Cefixime (200mg) 
10794,82,44,1.0,Bromhexine (2mg/5ml) 
10813,43,25,1.0,Aripiprazole (5mg)
10815,63,47,1.0,Amisulpride (200mg)
10836,97,55,1.0,Atorvastatin (10mg) 
10840,41,27,1.0,Enalapril (5mg)
10841,92,66,1.0,Bromhexine (NA) 
10857,86,60,1.0,Aceclofenac (100mg) 
10870,81,60,1.0,Amlodipine (5mg) 
10871,74,43,1.0,Thiocolchicoside (4mg) 
10877,90,48,1.0,Sodium Picosulfate (3.33mg) 
10890,30,20,1.0,Azithromycin (500mg)
10911,70,52,1.0,Azithromycin (500mg)
10922,42,39,1.0,Azithromycin (250mg)
10943,81,57,1.0,Azithromycin (500mg)
10944,31,34,2.0,Aceclofenac (100mg) 
10968,18,23,2.0,Aceclofenac (100mg) 
10994,98,54,1.0,Aceclofenac (100mg) 
11002,46,39,1.0,Amisulpride (200mg)
11018,95,63,1.0,Allopurinol (100mg)
11023,83,45,1.0,Cefixime (200mg)
11030,35,36,2.0,Atorvastatin (10mg) 
11034,73,51,1.0,Erythromycin (500mg)
11045,98,56,1.0,Alpha-Beta Arteether (75mg)
11053,7,13,2.0,Moxifloxacin (0.5% w/w)
11060,78,42,1.0,Aceclofenac (100mg) 
11072,66,40,1.0,Atorvastatin (10mg) 
11074,52,33,1.0,Azilsartan medoxomil (80mg)
11079,60,37,1.0,Mupirocin (2% w/w)
11084,46,34,1.0,Pantoprazole (40mg)
11089,41,37,1.0,Nimesulide (100mg) 
11106,41,23,1.0,Ondansetron (4mg)
11120,35,32,1.0,Rosuvastatin (5mg)
11133,75,53,1.0,Atenolol (25mg)
11160,90,50,1.0,Aceclofenac (100mg) 
11164,73,55,1.0,Guaifenesin (50mg) 
11169,83,57,1.0,Amlodipine (5mg)
11174,78,42,1.0,Diclofenac (50mg) 
11175,39,28,1.0,Levofloxacin (500mg)
11185,8,18,2.0,Fexofenadine (180mg)
11204,9,21,2.0,Azithromycin (500mg)
11205,25,30,2.0,Ceftriaxone (500mg)
11210,32,21,1.0,Domperidone (30mg) 
11222,32,22,1.0,Alprazolam (0.5mg)
11234,37,38,2.0,Paracetamol (650mg)
11235,77,57,1.0,Amlodipine (5mg) 
11236,58,34,1.0,Telmisartan (80mg)
11245,64,33,1.0,Levocetirizine (5mg) 
11267,78,56,1.0,Linezolid (600mg)
11276,73,56,1.0,Aceclofenac (100mg) 
11281,36,37,2.0,Cefuroxime (125mg)
11285,27,18,1.0,Amikacin (500mg)
11291,98,68,1.0,Levocetirizine (5mg) 
11299,59,35,1.0,Pantoprazole (40mg)
11318,23,22,1.0,Azithromycin (500mg)
11333,33,36,2.0,Amoxycillin (500mg) 
11342,49,41,1.0,Amoxycillin (500mg) 
11348,39,22,1.0,Azithromycin (250mg)
11359,82,51,1.0,Artemether (40mg) 
11365,65,46,1.0,Aceclofenac (100mg) 
11369,84,42,1.0,Aceclofenac (200mg)
11394,54,28,1.0,Aceclofenac (200mg)
11425,23,23,2.0,Meropenem (1gm) 
11443,23,26,2.0,Aceclofenac (100mg) 
11466,45,34,1.0,Diclofenac (50mg) 
11472,41,39,1.0,Aceclofenac (100mg) 
11486,99,55,1.0,Azithromycin (500mg)
11489,70,39,1.0,Amphotericin B (50mg)
11520,33,35,2.0,Cefpodoxime Proxetil (200mg) 
11530,32,26,1.0,Aceclofenac (100mg) 
11544,37,38,2.0,Nandrolone Decanoate (50mg)
11553,57,46,1.0,Cefixime (200mg) 
11560,80,52,1.0,Amikacin (100mg)
11569,46,43,1.0,Moxifloxacin (400mg) 
11570,75,54,1.0,Aceclofenac (100mg) 
11572,34,29,1.0,Voglibose (0.2mg)
11583,40,33,1.0,Ambroxol (15mg/5ml) 
11592,74,52,1.0,Levosulpiride (75mg) 
11598,28,30,2.0,Amiodarone (200mg)
11603,42,27,1.0,Methylcobalamin (1500mcg)
11609,13,20,2.0,Aripiprazole (5mg)
11629,45,34,1.0,Aprotinin (500000IU)
11630,69,38,1.0,Pemetrexed (100mg)
11634,40,32,1.0,Artemether (80mg) 
11640,42,34,1.0,Furazolidone (30mg/5ml) 
11658,74,56,1.0,Ambroxol (30mg/5ml) 
11661,63,36,1.0,Domperidone (10mg) 
11666,72,36,1.0,Amorolfine (0.25% w/w)
11681,84,58,1.0,Telmisartan (40mg) 
11694,31,23,1.0,Clarithromycin (250mg)
11697,29,19,1.0,Epirubicin (50mg)
11751,47,42,1.0,Aceclofenac (100mg) 
11765,80,54,1.0,Serratiopeptidase (10mg)
11767,52,29,1.0,Levocetirizine (5mg) 
11769,48,33,1.0,Cyproheptadine (4mg)
11784,29,21,1.0,Milnacipran (25mg)
11794,14,25,2.0,Polymyxin B (5000IU) 
11804,83,52,1.0,Levocetirizine (5mg)
11806,24,31,2.0,Telmisartan (40mg) 
11811,73,56,1.0,Paroxetine (37.5mg)
11814,18,18,2.0,Ofloxacin (50mg/5ml)
11825,48,26,1.0,Caffeine (25mg) 
11830,68,46,1.0,Pantoprazole (40mg)
